line,name,code,lat,lng,index,노선명,역명,승차총승객수,하차총승객수,next_column,총승객수
01호선,수원,1713.0,37.265974,126.999874,20231120,분당선,수원,8628,7677,20231123,16305
03호선,수서,339.0,37.487371,127.10188,20231120,분당선,수서,16040,16206,20231123,32246
분당선,대모산입구,1028.0,37.491373,127.07272,20231120,분당선,대모산입구,6663,6210,20231123,12873
분당선,개포동,1027.0,37.489116,127.06614,20231120,분당선,개포동,5459,5580,20231123,11039
분당선,구룡,1026.0,37.486839,127.058856,20231120,분당선,구룡,3222,3061,20231123,6283
03호선,도곡,334.0,37.490858,127.055381,20231120,분당선,도곡,8480,8495,20231123,16975
분당선,한티,1024.0,37.496237,127.052873,20231120,분당선,한티,18425,20046,20231123,38471
02호선,선릉,220.0,37.504503,127.049008,20231120,분당선,선릉,15521,23439,20231123,38960
04호선,범계,1457.0,37.389793,126.950806,20231120,과천선,범계,28390,28120,20231123,56510
04호선,평촌,1456.0,37.394287,126.963883,20231120,과천선,평촌,20082,19533,20231123,39615
04호선,인덕원,1455.0,37.401553,126.976715,20231120,과천선,인덕원,26776,27507,20231123,54283
04호선,정부과천청사,1454.0,37.426513,126.98978,20231120,과천선,정부과천청사,12563,13122,20231123,25685
04호선,과천,1453.0,37.433021,126.996568,20231120,과천선,과천,6961,6483,20231123,13444
04호선,대공원,1452.0,37.435675,127.006523,20231120,과천선,대공원,2247,2350,20231123,4597
04호선,경마공원,1451.0,37.443885,127.007888,20231120,과천선,경마공원,921,960,20231123,1881
04호선,선바위,1450.0,37.451673,127.002303,20231120,과천선,선바위,8953,7896,20231123,16849
공항철도,영종,4217.0,37.511466,126.5237,20231120,공항철도 1호선,영종,4187,4087,20231123,8274
nan,인천공항2터미널,,37.452376,126.463543,20231120,공항철도 1호선,인천공항2터미널,6627,5979,20231123,12606
nan,인천공항1터미널,,37.44697,126.4524619,20231120,공항철도 1호선,인천공항1터미널,13331,13475,20231123,26806
공항철도,공항화물청사,4212.0,37.458366,126.476241,20231120,공항철도 1호선,공항화물청사,2378,2466,20231123,4844
공항철도,운서,4211.0,37.492904,126.49379,20231120,공항철도 1호선,운서,9276,9608,20231123,18884
공항철도,청라국제도시,4210.0,37.555878,126.625327,20231120,공항철도 1호선,청라국제도시,7854,7473,20231123,15327
공항철도,검암,4209.0,37.569104,126.673728,20231120,공항철도 1호선,검암,7259,7214,20231123,14473
공항철도,계양,4208.0,37.571462,126.735637,20231120,공항철도 1호선,계양,14646,13710,20231123,28356
05호선,김포공항,2513.0,37.562434,126.801058,20231120,공항철도 1호선,김포공항,10743,5928,20231123,16671
09호선,마곡나루,4105.0,37.567336,126.829497,20231120,공항철도 1호선,마곡나루,11948,11441,20231123,23389
06호선,디지털미디어시티,2619.0,37.576646,126.900984,20231120,공항철도 1호선,디지털미디어시티,15969,15177,20231123,31146
02호선,홍대입구,239.0,37.557192,126.925381,20231120,공항철도 1호선,홍대입구,13087,12698,20231123,25785
05호선,공덕,2530.0,37.544018,126.951592,20231120,공항철도 1호선,공덕,2956,3753,20231123,6709
01호선,서울역,150.0,37.554648,126.972559,20231120,공항철도 1호선,서울역,13271,11764,20231123,25035
경춘선,춘천,1329.0,37.885054,127.717023,20231120,경춘선,춘천,1677,1882,20231123,3559
경춘선,남춘천,1328.0,37.864007,127.723792,20231120,경춘선,남춘천,2610,3105,20231123,5715
경춘선,김유정,1327.0,37.818466,127.71434,20231120,경춘선,김유정,333,313,20231123,646
경춘선,강촌,1326.0,37.805723,127.634146,20231120,경춘선,강촌,519,534,20231123,1053
경춘선,백양리,1325.0,37.830779,127.58933,20231120,경춘선,백양리,73,118,20231123,191
경춘선,굴봉산,1324.0,37.832067,127.557695,20231120,경춘선,굴봉산,114,113,20231123,227
경춘선,가평,1323.0,37.814536,127.510739,20231120,경춘선,가평,1911,1851,20231123,3762
경춘선,상천,1322.0,37.770246,127.454821,20231120,경춘선,상천,270,255,20231123,525
경춘선,마석,1319.0,37.652782,127.311767,20231120,경춘선,마석,4307,4054,20231123,8361
경춘선,천마산,1318.0,37.658978,127.285379,20231120,경춘선,천마산,1774,1608,20231123,3382
경춘선,평내호평,1317.0,37.653225,127.244493,20231120,경춘선,평내호평,7103,6781,20231123,13884
경춘선,금곡,1316.0,37.637382,127.207853,20231120,경춘선,금곡,1689,1662,20231123,3351
경춘선,사릉,1315.0,37.65108,127.176933,20231120,경춘선,사릉,2551,2404,20231123,4955
경춘선,퇴계원,1314.0,37.648311,127.143952,20231120,경춘선,퇴계원,4209,3698,20231123,7907
경춘선,별내,1313.0,37.64202,127.12684,20231120,경춘선,별내,3528,3290,20231123,6818
경춘선,갈매,1312.0,37.634118,127.114757,20231120,경춘선,갈매,3393,2956,20231123,6349
06호선,신내,2649.0,37.612887,127.103218,20231120,경춘선,신내,2543,2344,20231123,4887
01호선,도화,1823.0,37.46607,126.668672,20231120,경인선,도화,4489,4075,20231123,8564
01호선,중동,1822.0,37.486562,126.764843,20231120,경인선,중동,10235,9491,20231123,19726
01호선,온수,1821.0,37.492258,126.823388,20231120,경인선,온수,7120,6819,20231123,13939
01호선,도원,1817.0,37.468446,126.642706,20231120,경인선,도원,3382,3505,20231123,6887
01호선,간석,1816.0,37.464737,126.694181,20231120,경인선,간석,6406,5992,20231123,12398
01호선,부개,1815.0,37.488418,126.74109,20231120,경인선,부개,9684,8929,20231123,18613
01호선,소사,1814.0,37.482753,126.79544,20231120,경인선,소사,8401,8306,20231123,16707
01호선,구일,1813.0,37.496756,126.870793,20231120,경인선,구일,7721,7838,20231123,15559
01호선,인천,1812.0,37.476691,126.616936,20231120,경인선,인천,3406,2588,20231123,5994
01호선,동인천,1811.0,37.475276,126.632802,20231120,경인선,동인천,14792,13715,20231123,28507
01호선,제물포,1810.0,37.466769,126.656666,20231120,경인선,제물포,12117,11756,20231123,23873
01호선,주안,1809.0,37.464941,126.679923,20231120,경인선,주안,20569,18890,20231123,39459
01호선,동암,1808.0,37.471408,126.702896,20231120,경인선,동암,16893,16562,20231123,33455
01호선,백운,1807.0,37.483664,126.707704,20231120,경인선,백운,8133,7896,20231123,16029
01호선,부평,1806.0,37.489493,126.724805,20231120,경인선,부평,29270,30210,20231123,59480
01호선,송내,1805.0,37.4876,126.753664,20231120,경인선,송내,29239,28824,20231123,58063
01호선,부천,1804.0,37.48405,126.782686,20231120,경인선,부천,33637,33266,20231123,66903
01호선,역곡,1803.0,37.485178,126.811502,20231120,경인선,역곡,30313,30319,20231123,60632
01호선,오류동,1802.0,37.494526,126.845365,20231120,경인선,오류동,12687,12057,20231123,24744
01호선,개봉,1801.0,37.494594,126.85868,20231120,경인선,개봉,23620,23399,20231123,47019
공항철도,계양,4208.0,37.571462,126.735637,20231120,경의선,계양,2,0,20231123,2
nan,운천,,37.8799673,126.7699225,20231120,경의선,운천,6,4,20231123,10
nan,임진강,,37.8889232,126.7473679,20231120,경의선,임진강,4,5,20231123,9
경의선,문산,1284.0,37.854619,126.788047,20231120,경의선,문산,5663,5397,20231123,11060
경의선,파주,1283.0,37.815298,126.792783,20231120,경의선,파주,1776,1312,20231123,3088
경의선,월롱,1282.0,37.796188,126.792587,20231120,경의선,월롱,2563,2443,20231123,5006
경의선,금촌,1280.0,37.766217,126.774644,20231120,경의선,금촌,7029,7076,20231123,14105
경의선,금릉,1279.0,37.751322,126.765347,20231120,경의선,금릉,5995,5658,20231123,11653
경의선,운정,1278.0,37.725826,126.767257,20231120,경의선,운정,8297,7584,20231123,15881
경의선,야당,1277.0,37.712327,126.761356,20231120,경의선,야당,9224,9266,20231123,18490
경의선,탄현,1276.0,37.694023,126.761086,20231120,경의선,탄현,8980,8350,20231123,17330
경의선,일산,1275.0,37.682077,126.769846,20231120,경의선,일산,12017,11496,20231123,23513
경의선,풍산,1274.0,37.672346,126.786243,20231120,경의선,풍산,6594,6165,20231123,12759
경의선,백마,1273.0,37.658239,126.794461,20231120,경의선,백마,8241,7997,20231123,16238
경의선,곡산,1272.0,37.645676,126.801762,20231120,경의선,곡산,757,767,20231123,1524
경의선,능곡,1271.0,37.618808,126.820783,20231120,경의선,능곡,5414,4965,20231123,10379
경의선,행신,1270.0,37.612102,126.834146,20231120,경의선,행신,9111,9165,20231123,18276
경의선,강매,1269.0,37.612314,126.843223,20231120,경의선,강매,3682,3184,20231123,6866
경의선,화전,1268.0,37.602888,126.868387,20231120,경의선,화전,3644,3515,20231123,7159
경의선,수색,1267.0,37.580842,126.895611,20231120,경의선,수색,3894,3944,20231123,7838
06호선,디지털미디어시티,2619.0,37.576646,126.900984,20231120,경의선,디지털미디어시티,3121,2879,20231123,6000
경의선,가좌,1265.0,37.568491,126.915487,20231120,경의선,가좌,6876,6420,20231123,13296
02호선,홍대입구,239.0,37.557192,126.925381,20231120,경의선,홍대입구,2023,2389,20231123,4412
경의선,서강대,1263.0,37.551881,126.935711,20231120,경의선,서강대,2521,2505,20231123,5026
05호선,공덕,2530.0,37.544018,126.951592,20231120,경의선,공덕,4398,3748,20231123,8146
06호선,효창공원앞,2628.0,37.539261,126.961351,20231120,경의선,효창공원앞,3607,4051,20231123,7658
02호선,신촌,240.0,37.555134,126.936893,20231120,경의선,신촌,1182,1542,20231123,2724
01호선,서울역,150.0,37.554648,126.972559,20231120,경의선,서울역,5647,6855,20231123,12502
01호선,소요산,1916.0,37.9481,127.061034,20231120,경원선,소요산,2456,2014,20231123,4470
01호선,동두천,1915.0,37.927878,127.05479,20231120,경원선,동두천,2875,2963,20231123,5838
01호선,보산,1914.0,37.913702,127.057277,20231120,경원선,보산,1664,1434,20231123,3098
01호선,동두천중앙,1913.0,37.901885,127.056482,20231120,경원선,동두천중앙,3526,3440,20231123,6966
01호선,지행,1912.0,37.892334,127.055716,20231120,경원선,지행,6978,6994,20231123,13972
01호선,덕정,1911.0,37.843188,127.061277,20231120,경원선,덕정,6965,6662,20231123,13627
01호선,덕계,1910.0,37.818486,127.056486,20231120,경원선,덕계,5540,4964,20231123,10504
01호선,양주,1909.0,37.774381,127.044708,20231120,경원선,양주,8219,7829,20231123,16048
01호선,녹양,1908.0,37.75938,127.042292,20231120,경원선,녹양,4811,4581,20231123,9392
01호선,가능,1907.0,37.748577,127.044213,20231120,경원선,가능,7250,6994,20231123,14244
01호선,의정부,1906.0,37.738415,127.045958,20231120,경원선,의정부,19067,19430,20231123,38497
01호선,회룡,1905.0,37.724846,127.046895,20231120,경원선,회룡,14070,13666,20231123,27736
01호선,망월사,1904.0,37.709914,127.047455,20231120,경원선,망월사,9778,10053,20231123,19831
01호선,도봉산,1903.0,37.689313,127.046222,20231120,경원선,도봉산,7699,4744,20231123,12443
01호선,도봉,1902.0,37.679563,127.045595,20231120,경원선,도봉,6375,6154,20231123,12529
01호선,방학,1901.0,37.667503,127.044273,20231120,경원선,방학,10604,10455,20231123,21059
01호선,창동,1022.0,37.653166,127.047731,20231120,경원선,창동,1,0,20231123,1
01호선,녹천,1021.0,37.644799,127.051269,20231120,경원선,녹천,5148,4294,20231123,9442
01호선,월계,1020.0,37.633212,127.058831,20231120,경원선,월계,8285,7835,20231123,16120
01호선,광운대,1019.0,37.623632,127.061835,20231120,경원선,광운대,10103,9742,20231123,19845
01호선,석계,1018.0,37.614805,127.065851,20231120,경원선,석계,8477,9814,20231123,18291
01호선,신이문,1017.0,37.601854,127.067325,20231120,경원선,신이문,9382,8630,20231123,18012
01호선,외대앞,1016.0,37.596073,127.063549,20231120,경원선,외대앞,11104,11344,20231123,22448
01호선,청량리,158.0,37.580178,127.046835,20231120,경원선,청량리,16786,18465,20231123,35251
02호선,왕십리,208.0,37.561533,127.037732,20231120,경원선,왕십리,16831,17041,20231123,33872
경의선,응봉,1012.0,37.549946,127.034538,20231120,경원선,응봉,2165,1813,20231123,3978
03호선,옥수,325.0,37.540685,127.017965,20231120,경원선,옥수,76,59,20231123,135
경의선,한남,1010.0,37.52943,127.009169,20231120,경원선,한남,4711,4435,20231123,9146
경의선,서빙고,1009.0,37.519594,126.988537,20231120,경원선,서빙고,2272,2045,20231123,4317
04호선,이촌,430.0,37.522272,126.974345,20231120,경원선,이촌,4204,3458,20231123,7662
01호선,광명,1750.0,37.416182,126.884466,20231120,경부선,광명,4159,3563,20231123,7722
01호선,서동탄,1749.0,37.195504,127.051672,20231120,경부선,서동탄,1671,1393,20231123,3064
01호선,당정,1729.0,37.344285,126.948345,20231120,경부선,당정,7391,6989,20231123,14380
01호선,천안,1728.0,36.810005,127.146826,20231120,경부선,천안,7879,7097,20231123,14976
01호선,두정,1727.0,36.833705,127.14896,20231120,경부선,두정,8432,10373,20231123,18805
01호선,직산,1726.0,36.870593,127.143904,20231120,경부선,직산,981,987,20231123,1968
01호선,성환,1725.0,36.916076,127.126964,20231120,경부선,성환,6822,6904,20231123,13726
01호선,평택,1724.0,36.990726,127.085159,20231120,경부선,평택,14232,14413,20231123,28645
nan,평택지제,,37.0186639,127.0708951,20231120,경부선,평택지제,4907,4670,20231123,9577
01호선,서정리,1722.0,37.056496,127.052819,20231120,경부선,서정리,9506,8895,20231123,18401
01호선,송탄,1721.0,37.075696,127.054301,20231120,경부선,송탄,4682,4704,20231123,9386
01호선,진위,1720.0,37.109447,127.062278,20231120,경부선,진위,1991,1762,20231123,3753
01호선,오산,1719.0,37.145885,127.06672,20231120,경부선,오산,11266,11377,20231123,22643
01호선,오산대,1718.0,37.168953,127.063197,20231120,경부선,오산대,4511,3966,20231123,8477
01호선,세마,1717.0,37.187533,127.04318,20231120,경부선,세마,3470,3345,20231123,6815
01호선,병점,1716.0,37.207503,127.032731,20231120,경부선,병점,18221,17984,20231123,36205
01호선,세류,1715.0,37.245025,127.013222,20231120,경부선,세류,3643,3247,20231123,6890
01호선,독산,1714.0,37.466613,126.889249,20231120,경부선,독산,20204,20946,20231123,41150
01호선,수원,1713.0,37.265974,126.999874,20231120,경부선,수원,39436,40582,20231123,80018
01호선,화서,1712.0,37.283862,126.989627,20231120,경부선,화서,10089,9367,20231123,19456
01호선,성균관대,1711.0,37.300349,126.97075,20231120,경부선,성균관대,18169,17950,20231123,36119
01호선,의왕,1710.0,37.320852,126.948217,20231120,경부선,의왕,10267,10342,20231123,20609
01호선,군포,1709.0,37.35356,126.948462,20231120,경부선,군포,8244,8225,20231123,16469
01호선,금정,1708.0,37.372221,126.943429,20231120,경부선,금정,30695,31026,20231123,61721
01호선,명학,1707.0,37.384653,126.935433,20231120,경부선,명학,10761,10557,20231123,21318
01호선,안양,1706.0,37.401592,126.922874,20231120,경부선,안양,27426,27394,20231123,54820
01호선,관악,1705.0,37.419232,126.908706,20231120,경부선,관악,8112,7721,20231123,15833
01호선,석수,1704.0,37.435047,126.902295,20231120,경부선,석수,10123,9182,20231123,19305
01호선,금천구청,1703.0,37.455626,126.89398,20231120,경부선,금천구청,12751,12582,20231123,25333
01호선,가산디지털단지,1702.0,37.481072,126.882343,20231120,경부선,가산디지털단지,19504,22020,20231123,41524
01호선,구로,1701.0,37.503039,126.881966,20231120,경부선,구로,19405,19241,20231123,38646
01호선,신길,1032.0,37.517122,126.917169,20231120,경부선,신길,9800,8311,20231123,18111
01호선,신도림,1007.0,37.508725,126.891295,20231120,경부선,신도림,4163,4302,20231123,8465
01호선,영등포,1006.0,37.515504,126.907628,20231120,경부선,영등포,40773,42007,20231123,82780
01호선,대방,1005.0,37.513342,126.926382,20231120,경부선,대방,11901,12963,20231123,24864
01호선,노량진,1004.0,37.514219,126.942454,20231120,경부선,노량진,9102,9414,20231123,18516
01호선,용산,1003.0,37.529849,126.964561,20231120,경부선,용산,39800,40544,20231123,80344
01호선,남영,1002.0,37.541021,126.9713,20231120,경부선,남영,11302,11759,20231123,23061
01호선,서울역,150.0,37.554648,126.972559,20231120,경부선,서울역,10180,3068,20231123,13248
경강선,여주,1511.0,37.282701,127.628607,20231120,경강선,여주,3065,3148,20231123,6213
경강선,세종대왕릉,1510.0,37.295309,127.570938,20231120,경강선,세종대왕릉,345,305,20231123,650
경강선,부발,1509.0,37.260192,127.490277,20231120,경강선,부발,2446,2509,20231123,4955
경강선,이천,1508.0,37.265579,127.44226,20231120,경강선,이천,2803,3006,20231123,5809
경강선,신둔도예촌,1507.0,37.317185,127.40476,20231120,경강선,신둔도예촌,1705,1530,20231123,3235
경강선,곤지암,1506.0,37.351315,127.34674,20231120,경강선,곤지암,2542,2397,20231123,4939
경강선,초월,1505.0,37.374419,127.299,20231120,경강선,초월,3858,3693,20231123,7551
경강선,경기광주,1504.0,37.399907,126.630347,20231120,경강선,경기광주,8844,8376,20231123,17220
경강선,삼동,1503.0,37.409522,127.20336,20231120,경강선,삼동,2810,2643,20231123,5453
경강선,이매,1502.0,37.396104,127.12827,20231120,경강선,이매,1351,1177,20231123,2528
경강선,판교,1501.0,37.394761,127.111217,20231120,경강선,판교,6379,6216,20231123,12595
nan,중앙보훈병원,,37.5278816,127.147624,20231120,9호선2~3단계,중앙보훈병원,13742,11987,20231123,25729
nan,둔촌오륜,,37.518969,127.1400994,20231120,9호선2~3단계,둔촌오륜,1220,1193,20231123,2413
05호선,올림픽공원,2556.0,37.516078,127.130848,20231120,9호선2~3단계,올림픽공원,7128,7355,20231123,14483
nan,한성백제,,37.5160723,127.1159623,20231120,9호선2~3단계,한성백제,3065,2736,20231123,5801
nan,송파나루,,37.5096527,127.1130858,20231120,9호선2~3단계,송파나루,5617,5934,20231123,11551
08호선,석촌,2816.0,37.505431,127.106979,20231120,9호선2~3단계,석촌,9699,8793,20231123,18492
nan,석촌고분,,37.5022255,127.0971581,20231120,9호선2~3단계,석촌고분,7578,7369,20231123,14947
nan,삼전,,37.5038909,127.0888735,20231120,9호선2~3단계,삼전,8108,7724,20231123,15832
02호선,종합운동장,218.0,37.510997,127.073642,20231120,9호선2~3단계,종합운동장,5132,5201,20231123,10333
09호선,봉은사,4129.0,37.514219,127.060245,20231120,9호선2~3단계,봉은사,20687,21316,20231123,42003
09호선,삼성중앙,4128.0,37.513011,127.053282,20231120,9호선2~3단계,삼성중앙,8754,9118,20231123,17872
09호선,선정릉,4127.0,37.51098,127.043593,20231120,9호선2~3단계,선정릉,11318,12053,20231123,23371
09호선,언주,4126.0,37.507287,127.033868,20231120,9호선2~3단계,언주,12742,13049,20231123,25791
09호선,신논현,4125.0,37.504598,127.02506,20231120,9호선,신논현,32073,30884,20231123,62957
09호선,사평,4124.0,37.504206,127.015259,20231120,9호선,사평,4363,4204,20231123,8567
03호선,고속터미널,329.0,37.50481,127.004943,20231120,9호선,고속터미널,14471,19614,20231123,34085
09호선,신반포,4122.0,37.503415,126.995925,20231120,9호선,신반포,4236,4173,20231123,8409
09호선,구반포,4121.0,37.501364,126.987332,20231120,9호선,구반포,1123,1141,20231123,2264
04호선,동작,431.0,37.502971,126.979306,20231120,9호선,동작,1765,1510,20231123,3275
09호선,흑석,4119.0,37.50877,126.963708,20231120,9호선,흑석,11041,11447,20231123,22488
09호선,노들,4118.0,37.512887,126.953222,20231120,9호선,노들,5119,4236,20231123,9355
01호선,노량진,1004.0,37.514219,126.942454,20231120,9호선,노량진,27261,26923,20231123,54184
09호선,샛강,4116.0,37.517274,126.928422,20231120,9호선,샛강,7301,7371,20231123,14672
05호선,여의도,2527.0,37.521624,126.924191,20231120,9호선,여의도,33332,31974,20231123,65306
09호선,국회의사당,4114.0,37.528105,126.917874,20231120,9호선,국회의사당,18622,19629,20231123,38251
02호선,당산,237.0,37.53438,126.902281,20231120,9호선,당산,20485,20624,20231123,41109
09호선,선유도,4112.0,37.53802,126.893525,20231120,9호선,선유도,9976,9529,20231123,19505
09호선,신목동,4111.0,37.544277,126.88308,20231120,9호선,신목동,4890,4321,20231123,9211
09호선,염창,4110.0,37.546936,126.874916,20231120,9호선,염창,19664,19027,20231123,38691
09호선,등촌,4109.0,37.550632,126.865689,20231120,9호선,등촌,13188,12669,20231123,25857
09호선,증미,4108.0,37.557402,126.861939,20231120,9호선,증미,8963,8619,20231123,17582
09호선,가양,4107.0,37.561391,126.854456,20231120,9호선,가양,24317,23960,20231123,48277
09호선,양천향교,4106.0,37.568381,126.841333,20231120,9호선,양천향교,11031,11146,20231123,22177
09호선,마곡나루,4105.0,37.567336,126.829497,20231120,9호선,마곡나루,14334,14151,20231123,28485
09호선,신방화,4104.0,37.567532,126.816601,20231120,9호선,신방화,7653,7600,20231123,15253
09호선,공항시장,4103.0,37.563726,126.810678,20231120,9호선,공항시장,3203,3410,20231123,6613
05호선,김포공항,2513.0,37.562434,126.801058,20231120,9호선,김포공항,7259,10214,20231123,17473
09호선,개화,4101.0,37.578608,126.798153,20231120,9호선,개화,3351,2113,20231123,5464
nan,남위례,,37.4627715,127.1392162,20231120,8호선,남위례,7659,7829,20231123,15488
08호선,모란,2827.0,37.43213,127.129087,20231120,8호선,모란,4652,3566,20231123,8218
08호선,수진,2826.0,37.437428,127.140722,20231120,8호선,수진,5741,5315,20231123,11056
08호선,신흥,2825.0,37.440918,127.147564,20231120,8호선,신흥,5334,5761,20231123,11095
08호선,단대오거리,2824.0,37.44521,127.156866,20231120,8호선,단대오거리,13219,12762,20231123,25981
08호선,남한산성입구,2823.0,37.451535,127.159816,20231120,8호선,남한산성입구,15526,14498,20231123,30024
08호선,산성,2822.0,37.457122,127.149908,20231120,8호선,산성,5995,6151,20231123,12146
08호선,복정,2821.0,37.470047,127.126662,20231120,8호선,복정,10420,8711,20231123,19131
08호선,장지,2820.0,37.478703,127.126191,20231120,8호선,장지,18044,16845,20231123,34889
08호선,문정,2819.0,37.485855,127.1225,20231120,8호선,문정,24040,24915,20231123,48955
03호선,가락시장,340.0,37.492522,127.118234,20231120,8호선,가락시장,8799,9753,20231123,18552
08호선,송파,2817.0,37.499703,127.112183,20231120,8호선,송파,10119,9911,20231123,20030
08호선,석촌,2816.0,37.505431,127.106979,20231120,8호선,석촌,8446,9401,20231123,17847
02호선,잠실,216.0,37.51395,127.102234,20231120,8호선,잠실,15520,17959,20231123,33479
08호선,몽촌토성,2814.0,37.517409,127.112359,20231120,8호선,몽촌토성,7219,7169,20231123,14388
08호선,강동구청,2813.0,37.530341,127.120508,20231120,8호선,강동구청,11710,12268,20231123,23978
05호선,천호,2548.0,37.538397,127.123572,20231120,8호선,천호,15788,17864,20231123,33652
08호선,암사,2811.0,37.55021,127.127562,20231120,8호선,암사,20524,18197,20231123,38721
01호선,온수,1821.0,37.492258,126.823388,20231120,7호선,온수,11758,10793,20231123,22551
07호선,천왕,2751.0,37.486637,126.838713,20231120,7호선,천왕,13081,12699,20231123,25780
07호선,광명사거리,2750.0,37.479252,126.854876,20231120,7호선,광명사거리,22218,21668,20231123,43886
07호선,철산,2749.0,37.47605,126.867911,20231120,7호선,철산,23284,23783,20231123,47067
01호선,가산디지털단지,1702.0,37.481072,126.882343,20231120,7호선,가산디지털단지,51057,51470,20231123,102527
07호선,남구로,2747.0,37.486056,126.887249,20231120,7호선,남구로,17180,17929,20231123,35109
02호선,대림,233.0,37.49297,126.895801,20231120,7호선,대림,9303,9205,20231123,18508
07호선,신풍,2745.0,37.50008,126.90993,20231120,7호선,신풍,12118,11358,20231123,23476
07호선,보라매,2744.0,37.499872,126.920428,20231120,7호선,보라매,7386,7693,20231123,15079
07호선,신대방삼거리,2743.0,37.499701,126.928276,20231120,7호선,신대방삼거리,16380,15784,20231123,32164
07호선,장승배기,2742.0,37.504898,126.93915,20231120,7호선,장승배기,10173,9986,20231123,20159
07호선,상도,2741.0,37.502834,126.94791,20231120,7호선,상도,13743,13686,20231123,27429
07호선,숭실대입구,2740.0,37.496029,126.953822,20231120,7호선,숭실대입구,17602,17890,20231123,35492
07호선,남성,2739.0,37.484596,126.971251,20231120,7호선,남성,12764,12204,20231123,24968
07호선,이수,2738.0,37.486263,126.981989,20231120,7호선,이수,16846,16723,20231123,33569
07호선,내방,2737.0,37.487618,126.993513,20231120,7호선,내방,16639,16844,20231123,33483
03호선,고속터미널,329.0,37.50481,127.004943,20231120,7호선,고속터미널,17826,15012,20231123,32838
07호선,반포,2735.0,37.508178,127.011727,20231120,7호선,반포,6765,6744,20231123,13509
07호선,논현,2734.0,37.511093,127.021415,20231120,7호선,논현,20340,20603,20231123,40943
07호선,학동,2733.0,37.514229,127.031656,20231120,7호선,학동,26544,27673,20231123,54217
07호선,강남구청,2732.0,37.517186,127.04128,20231120,7호선,강남구청,17541,19519,20231123,37060
07호선,청담,2731.0,37.519365,127.05335,20231120,7호선,청담,21679,23531,20231123,45210
07호선,뚝섬유원지,2730.0,37.53154,127.066704,20231120,7호선,뚝섬유원지,8319,8117,20231123,16436
02호선,건대입구,212.0,37.540693,127.07023,20231120,7호선,건대입구,14416,14844,20231123,29260
07호선,어린이대공원,2728.0,37.548014,127.074658,20231120,7호선,어린이대공원,17919,18798,20231123,36717
05호선,군자,2545.0,37.557121,127.079542,20231120,7호선,군자,16113,12931,20231123,29044
07호선,중곡,2726.0,37.565923,127.08432,20231120,7호선,중곡,12159,11504,20231123,23663
07호선,용마산,2725.0,37.573647,127.086727,20231120,7호선,용마산,6419,6221,20231123,12640
07호선,사가정,2724.0,37.580894,127.088478,20231120,7호선,사가정,17560,17762,20231123,35322
07호선,면목,2723.0,37.588579,127.087503,20231120,7호선,면목,17262,16904,20231123,34166
07호선,상봉,2722.0,37.596362,127.085032,20231120,7호선,상봉,18107,17077,20231123,35184
07호선,중화,2721.0,37.602545,127.079264,20231120,7호선,중화,11612,11553,20231123,23165
07호선,먹골,2720.0,37.610637,127.077725,20231120,7호선,먹골,11095,10905,20231123,22000
06호선,태릉입구,2646.0,37.617983,127.07512,20231120,7호선,태릉입구,10145,9905,20231123,20050
07호선,공릉,2718.0,37.625742,127.072896,20231120,7호선,공릉,17465,16568,20231123,34033
07호선,하계,2717.0,37.636352,127.06799,20231120,7호선,하계,20399,19232,20231123,39631
07호선,중계,2716.0,37.644583,127.064303,20231120,7호선,중계,16656,15443,20231123,32099
04호선,노원,411.0,37.655128,127.061368,20231120,7호선,노원,21437,22168,20231123,43605
07호선,마들,2714.0,37.66494,127.057675,20231120,7호선,마들,14381,13621,20231123,28002
07호선,수락산,2713.0,37.67785,127.055315,20231120,7호선,수락산,13631,13310,20231123,26941
01호선,도봉산,1903.0,37.689313,127.046222,20231120,7호선,도봉산,10371,11538,20231123,21909
07호선,장암,2711.0,37.700109,127.053196,20231120,7호선,장암,2922,1108,20231123,4030
06호선,봉화산,2648.0,37.617283,127.091401,20231120,6호선,봉화산,9938,9249,20231123,19187
06호선,화랑대,2647.0,37.620064,127.084689,20231120,6호선,화랑대,14743,10982,20231123,25725
06호선,태릉입구,2646.0,37.617983,127.07512,20231120,6호선,태릉입구,6422,7435,20231123,13857
01호선,석계,1018.0,37.614805,127.065851,20231120,6호선,석계,14044,15189,20231123,29233
06호선,돌곶이,2644.0,37.610537,127.056431,20231120,6호선,돌곶이,10873,10083,20231123,20956
06호선,상월곡,2643.0,37.606377,127.048491,20231120,6호선,상월곡,7573,7363,20231123,14936
06호선,월곡,2642.0,37.601948,127.041518,20231120,6호선,월곡,14328,13920,20231123,28248
06호선,고려대,2641.0,37.590508,127.036296,20231120,6호선,고려대,10421,10135,20231123,20556
06호선,안암,2640.0,37.586272,127.029005,20231120,6호선,안암,15829,16571,20231123,32400
06호선,보문,2639.0,37.585286,127.019381,20231120,6호선,보문,8672,8128,20231123,16800
06호선,창신,2638.0,37.579661,127.015241,20231120,6호선,창신,4071,3541,20231123,7612
01호선,동묘앞,159.0,37.572627,127.016429,20231120,6호선,동묘앞,8523,8821,20231123,17344
02호선,신당,206.0,37.565972,127.01782,20231120,6호선,신당,9132,9748,20231123,18880
05호선,청구,2538.0,37.560245,127.013828,20231120,6호선,청구,4207,4253,20231123,8460
03호선,약수,323.0,37.55434,127.010655,20231120,6호선,약수,4269,4209,20231123,8478
